user_id,register_date,country,device_type,acquisition_channel,plan_type,company_size
U004617,2025-09-25,US,Desktop,Social Media,Pro,11-50
U004618,2025-10-30,Japan,Mobile,Google Ads,Free,1-10
U004619,2024-11-06,US,Desktop,Email,Basic,11-50
U004620,2025-10-21,Brazil,Mobile,Social Media,Basic,11-50
U004621,2025-10-21,US,Desktop,Social Media,Pro,201-1000
U004622,2025-09-01,US,Desktop,Google Ads,Free,1-10
U004623,2024-06-22,Canada,Desktop,Google Ads,Pro,51-200
U004624,2025-07-22,China,Mobile,Google Ads,Free,1-10
U004625,2025-12-04,US,Mobile,Social Media,Free,1-10
U004626,2025-07-17,France,Mobile,Social Media,Free,51-200
U004627,2024-11-29,India,Desktop,Google Ads,Pro,11-50
U004628,2025-03-28,France,Mobile,Email,Free,1-10
U004629,2025-06-26,Japan,Desktop,Email,Free,11-50
U004630,2025-04-03,China,Mobile,Organic,Free,1-10
U004631,2024-05-26,Australia,Tablet,Social Media,Free,1-10
U004632,2024-11-14,US,Desktop,Social Media,Free,1-10
U004633,2025-09-22,Japan,Desktop,Email,Free,1-10
U004634,2025-10-23,Germany,Mobile,Google Ads,Basic,11-50
U004635,2024-06-13,US,Mobile,Social Media,Pro,11-50
U004636,2025-12-08,US,Desktop,Organic,Enterprise,11-50
U004637,2024-11-27,US,Tablet,Google Ads,Basic,11-50
U004638,2025-07-05,Japan,Mobile,Organic,Free,1-10
U004639,2025-08-25,India,Desktop,Google Ads,Free,201-1000
U004640,2025-09-27,India,Desktop,Google Ads,Basic,11-50
U004641,2025-12-05,US,Mobile,Social Media,Free,11-50
U004642,2024-11-14,Germany,Desktop,Social Media,Pro,201-1000
U004643,2025-10-21,Canada,Desktop,Email,Enterprise,51-200
U004644,2024-06-07,UK,Mobile,Organic,Pro,201-1000
U004645,2025-07-30,Japan,Mobile,Organic,Free,11-50
U004646,2025-08-20,Brazil,Mobile,Email,Free,1-10
U004647,2025-07-14,Brazil,Desktop,Google Ads,Pro,1000+
U004648,2024-09-26,India,Mobile,Google Ads,Basic,1-10
U004649,2025-10-29,Canada,Tablet,Organic,Free,1-10
U004650,2024-07-14,UK,Desktop,Organic,Pro,201-1000
U004651,2024-03-12,Canada,Mobile,Organic,Basic,1-10
U004652,2025-08-06,US,Tablet,Organic,Basic,11-50
U004653,2025-03-11,US,Mobile,Google Ads,Free,51-200
U004654,2025-10-16,US,Mobile,Organic,Pro,1000+
U004655,2025-01-06,France,Desktop,Google Ads,Basic,11-50
U004656,2024-07-13,Germany,Desktop,Organic,Free,201-1000
U004657,2025-10-10,US,Mobile,Social Media,Basic,11-50
U004658,2025-04-28,US,Mobile,Email,Free,1-10
U004659,2024-08-02,Canada,Tablet,Organic,Pro,51-200
U004660,2025-08-08,France,Desktop,Social Media,Free,11-50
U004661,2025-04-04,India,Desktop,Social Media,Enterprise,201-1000
U004662,2025-06-01,Japan,Desktop,Organic,Free,1-10
U004663,2025-03-01,Germany,Mobile,Social Media,Basic,11-50
U004664,2025-10-06,UK,Desktop,Social Media,Pro,51-200
U004665,2025-10-06,Canada,Mobile,Google Ads,Free,201-1000
U004666,2025-08-01,US,Desktop,Google Ads,Basic,11-50
U004667,2024-05-10,Germany,Desktop,Social Media,Enterprise,51-200
U004668,2025-10-11,UK,Desktop,Organic,Pro,201-1000
U004669,2025-07-10,India,Mobile,Google Ads,Free,1-10
U004670,2025-07-25,Germany,Mobile,Organic,Free,11-50
U004671,2024-12-22,India,Tablet,Google Ads,Free,1-10
U004672,2025-11-01,US,Mobile,Google Ads,Free,1-10
U004673,2025-08-10,India,Desktop,Organic,Enterprise,11-50
U004674,2024-05-18,US,Desktop,Google Ads,Pro,1-10
U004675,2025-01-24,US,Tablet,Email,Pro,51-200
U004676,2025-11-05,US,Mobile,Google Ads,Free,1-10
U004677,2024-03-04,Brazil,Desktop,Social Media,Pro,201-1000
U004678,2025-12-13,Germany,Mobile,Google Ads,Free,1-10
U004679,2025-07-15,Japan,Desktop,Email,Basic,1-10
U004680,2025-06-17,China,Desktop,Social Media,Basic,51-200
U004681,2024-10-11,China,Desktop,Google Ads,Free,11-50
U004682,2024-09-23,Germany,Mobile,Organic,Basic,51-200
U004683,2025-12-03,UK,Desktop,Organic,Free,11-50
U004684,2024-11-03,UK,Desktop,Google Ads,Basic,1-10
U004685,2025-09-07,Japan,Desktop,Google Ads,Basic,11-50
U004686,2025-01-13,India,Desktop,Google Ads,Pro,51-200
U004687,2024-06-15,France,Desktop,Email,Enterprise,201-1000
U004688,2024-01-16,Canada,Desktop,Organic,Basic,201-1000
U004689,2025-04-25,US,Desktop,Organic,Basic,11-50
U004690,2025-12-20,US,Tablet,Email,Basic,11-50
U004691,2024-12-27,Japan,Desktop,Organic,Basic,11-50
U004692,2024-12-18,UK,Desktop,Google Ads,Free,1-10
U004693,2024-12-08,US,Desktop,Social Media,Enterprise,201-1000
U004694,2025-04-10,Canada,Mobile,Organic,Free,1-10
U004695,2025-02-16,US,Mobile,Organic,Free,1-10
U004696,2025-11-01,Canada,Desktop,Social Media,Free,1-10
U004697,2025-03-31,China,Mobile,Email,Free,11-50
U004698,2025-04-01,Brazil,Mobile,Google Ads,Free,1-10
U004699,2024-06-14,US,Mobile,Google Ads,Free,1-10
U004700,2025-12-23,US,Desktop,Social Media,Basic,51-200
U004701,2024-09-24,India,Desktop,Organic,Free,51-200
U004702,2024-04-05,US,Mobile,Organic,Free,1-10
U004703,2025-07-06,UK,Mobile,Social Media,Basic,51-200
U004704,2025-05-27,UK,Mobile,Organic,Free,1-10
U004705,2025-01-29,US,Desktop,Organic,Free,1-10
U004706,2025-02-03,US,Desktop,Social Media,Basic,51-200
U004707,2025-09-12,Brazil,Mobile,Social Media,Free,51-200
U004708,2024-08-08,US,Mobile,Organic,Free,1-10
U004709,2025-10-01,US,Desktop,Google Ads,Free,1-10
U004710,2025-06-27,Japan,Desktop,Social Media,Pro,1-10
U004711,2025-02-01,Australia,Desktop,Organic,Pro,11-50
U004712,2025-02-27,UK,Mobile,Email,Basic,51-200
U004713,2024-09-30,US,Mobile,Organic,Free,1-10
U004714,2025-08-25,India,Mobile,Email,Free,1-10
U004715,2025-04-05,Canada,Mobile,Organic,Free,1-10
U004716,2024-11-20,Brazil,Desktop,Email,Basic,51-200
U004717,2025-05-27,Japan,Mobile,Organic,Free,1-10
U004718,2025-12-29,UK,Tablet,Google Ads,Free,11-50
U004719,2025-02-12,India,Tablet,Social Media,Free,51-200
U004720,2025-11-22,US,Mobile,Google Ads,Basic,1-10
U004721,2024-12-09,China,Desktop,Social Media,Enterprise,1000+
U004722,2024-03-13,China,Mobile,Organic,Pro,51-200
U004723,2024-08-15,Australia,Mobile,Google Ads,Free,1-10
U004724,2025-01-31,US,Mobile,Organic,Free,1-10
U004725,2024-08-29,US,Desktop,Email,Pro,51-200
U004726,2024-01-01,India,Tablet,Organic,Basic,11-50
U004727,2025-11-19,China,Desktop,Social Media,Basic,11-50
U004728,2025-10-14,France,Desktop,Google Ads,Pro,11-50
U004729,2025-08-20,US,Desktop,Social Media,Pro,51-200
U004730,2024-07-13,US,Mobile,Organic,Enterprise,51-200
U004731,2024-05-26,India,Desktop,Google Ads,Basic,11-50
U004732,2024-03-29,UK,Desktop,Google Ads,Basic,11-50
U004733,2025-08-10,Canada,Mobile,Email,Free,11-50
U004734,2025-11-26,Germany,Mobile,Social Media,Pro,1-10
U004735,2025-02-09,France,Mobile,Social Media,Basic,1-10
U004736,2024-05-25,India,Desktop,Social Media,Pro,11-50
U004737,2025-04-04,Brazil,Mobile,Organic,Enterprise,51-200
U004738,2024-12-12,UK,Desktop,Google Ads,Basic,1-10
U004739,2024-12-31,France,Desktop,Social Media,Basic,11-50
U004740,2025-06-11,US,Desktop,Social Media,Pro,201-1000
U004741,2025-08-07,India,Mobile,Social Media,Basic,11-50
U004742,2024-05-16,US,Desktop,Google Ads,Free,1-10
U004743,2024-02-18,Germany,Desktop,Email,Free,1-10
U004744,2025-12-29,UK,Desktop,Google Ads,Pro,1000+
U004745,2024-09-09,US,Desktop,Social Media,Basic,1-10
U004746,2024-03-12,Australia,Tablet,Google Ads,Basic,11-50
U004747,2024-08-02,US,Tablet,Google Ads,Free,51-200
U004748,2024-02-23,Brazil,Desktop,Organic,Enterprise,201-1000
U004749,2025-01-12,Australia,Desktop,Organic,Free,1-10
U004750,2025-09-22,US,Desktop,Organic,Free,1-10
U004751,2024-12-06,China,Mobile,Social Media,Free,1-10
U004752,2025-02-18,US,Desktop,Google Ads,Basic,11-50
U004753,2025-07-13,US,Desktop,Social Media,Free,11-50
U004754,2025-04-02,Germany,Desktop,Social Media,Free,11-50
U004755,2025-10-23,Australia,Desktop,Email,Basic,1-10
U004756,2025-10-25,US,Desktop,Google Ads,Free,11-50
U004757,2024-01-15,India,Desktop,Google Ads,Basic,51-200
U004758,2025-09-08,India,Desktop,Organic,Pro,11-50
U004759,2025-03-01,Canada,Desktop,Organic,Pro,11-50
U004760,2025-12-26,US,Tablet,Organic,Free,11-50
U004761,2025-03-16,China,Desktop,Organic,Basic,11-50
U004762,2025-12-25,China,Desktop,Organic,Basic,1-10
U004763,2025-08-27,China,Tablet,Google Ads,Pro,1-10
U004764,2024-09-23,Australia,Mobile,Organic,Pro,201-1000
U004765,2025-04-21,France,Desktop,Organic,Free,1-10
U004766,2025-12-28,US,Mobile,Organic,Free,1-10
U004767,2025-10-21,Germany,Desktop,Google Ads,Free,11-50
U004768,2024-05-02,UK,Mobile,Google Ads,Free,11-50
U004769,2025-07-31,UK,Tablet,Google Ads,Basic,11-50
U004770,2024-12-09,Germany,Desktop,Organic,Pro,51-200
U004771,2024-01-11,UK,Desktop,Social Media,Free,1-10
U004772,2025-01-21,Germany,Desktop,Organic,Pro,51-200
U004773,2024-09-11,Australia,Mobile,Organic,Pro,1000+
U004774,2025-09-30,US,Mobile,Email,Free,1-10
U004775,2024-12-03,Canada,Mobile,Email,Free,1-10
U004776,2025-10-05,India,Desktop,Google Ads,Basic,1-10
U004777,2024-01-01,Japan,Desktop,Email,Free,11-50
U004778,2024-11-10,France,Mobile,Google Ads,Basic,11-50
U004779,2024-09-17,UK,Desktop,Organic,Basic,1-10
U004780,2024-09-10,Germany,Desktop,Email,Free,1-10
U004781,2024-03-29,Germany,Desktop,Organic,Basic,1-10
U004782,2024-07-31,UK,Mobile,Google Ads,Free,1-10
U004783,2025-05-02,Canada,Mobile,Organic,Basic,201-1000
U004784,2024-10-28,France,Mobile,Social Media,Free,11-50
U004785,2025-01-30,US,Desktop,Google Ads,Basic,1-10
U004786,2025-01-01,US,Tablet,Social Media,Free,1-10
U004787,2025-10-30,Germany,Mobile,Organic,Free,1-10
U004788,2025-11-14,US,Desktop,Social Media,Pro,201-1000
U004789,2025-03-23,Japan,Desktop,Social Media,Free,1-10
U004790,2024-11-28,US,Desktop,Email,Free,1000+
U004791,2024-05-12,India,Tablet,Google Ads,Basic,51-200
U004792,2025-12-09,US,Desktop,Social Media,Pro,51-200
U004793,2024-03-20,UK,Desktop,Organic,Free,11-50
U004794,2024-11-02,China,Desktop,Google Ads,Basic,51-200
U004795,2024-11-03,India,Mobile,Organic,Free,1-10
U004796,2024-11-20,Australia,Desktop,Organic,Free,1-10
U004797,2024-07-09,Canada,Desktop,Social Media,Basic,11-50
U004798,2025-09-11,UK,Desktop,Email,Free,1-10
U004799,2024-05-28,US,Desktop,Organic,Enterprise,51-200
U004800,2025-06-19,France,Desktop,Organic,Free,1-10
U004801,2024-05-30,Canada,Desktop,Social Media,Pro,11-50
U004802,2024-04-01,France,Mobile,Organic,Pro,1-10
U004803,2025-11-16,US,Mobile,Google Ads,Enterprise,1000+
U004804,2024-08-02,Australia,Mobile,Social Media,Free,11-50
U004805,2025-10-02,US,Desktop,Social Media,Enterprise,201-1000
U004806,2025-04-25,China,Mobile,Organic,Enterprise,201-1000
U004807,2024-04-10,Canada,Desktop,Organic,Free,11-50
U004808,2025-12-10,US,Desktop,Google Ads,Basic,1000+
U004809,2024-09-22,Canada,Tablet,Email,Free,1-10
U004810,2025-10-22,UK,Mobile,Organic,Basic,51-200
U004811,2024-07-13,Australia,Mobile,Organic,Basic,11-50
U004812,2025-10-19,US,Mobile,Organic,Free,51-200
U004813,2024-01-19,Australia,Tablet,Google Ads,Basic,51-200
U004814,2025-04-04,US,Mobile,Google Ads,Free,51-200
U004815,2025-09-04,China,Mobile,Social Media,Pro,1-10
U004816,2025-11-29,India,Mobile,Google Ads,Free,1-10
U004817,2025-11-16,Germany,Desktop,Google Ads,Basic,1-10
U004818,2025-10-01,US,Desktop,Email,Free,1-10
U004819,2025-11-06,China,Mobile,Organic,Free,1-10
U004820,2024-08-11,US,Desktop,Organic,Pro,11-50
U004821,2024-10-22,India,Desktop,Organic,Free,11-50
U004822,2024-10-26,US,Desktop,Email,Free,1-10
U004823,2025-01-02,Australia,Desktop,Google Ads,Enterprise,1000+
U004824,2025-01-13,US,Tablet,Google Ads,Free,1-10
U004825,2025-04-25,US,Mobile,Organic,Pro,51-200
U004826,2024-07-05,US,Desktop,Organic,Free,11-50
U004827,2025-07-22,Germany,Tablet,Organic,Free,11-50
U004828,2024-07-12,US,Tablet,Google Ads,Free,1-10
U004829,2024-11-12,India,Desktop,Organic,Enterprise,1000+
U004830,2025-03-30,Canada,Tablet,Organic,Free,1-10
U004831,2025-09-18,China,Desktop,Google Ads,Enterprise,1000+
U004832,2025-08-18,India,Desktop,Organic,Enterprise,1000+
U004833,2025-06-26,US,Desktop,Social Media,Basic,11-50
U004834,2024-07-01,China,Mobile,Organic,Basic,201-1000
U004835,2025-04-27,US,Desktop,Google Ads,Pro,201-1000
U004836,2024-04-21,Brazil,Mobile,Google Ads,Free,201-1000
U004837,2025-01-02,US,Mobile,Email,Free,51-200
U004838,2025-01-28,Germany,Desktop,Social Media,Basic,51-200
U004839,2024-02-24,UK,Desktop,Email,Basic,11-50
U004840,2024-10-14,Canada,Desktop,Email,Basic,1-10
U004841,2025-12-10,US,Desktop,Google Ads,Free,51-200
U004842,2025-12-09,India,Mobile,Email,Free,11-50
U004843,2024-12-14,US,Mobile,Social Media,Pro,11-50
U004844,2024-02-28,China,Mobile,Social Media,Free,1-10
U004845,2024-07-23,Canada,Desktop,Organic,Pro,51-200
U004846,2025-01-13,Germany,Mobile,Google Ads,Free,1-10
U004847,2025-12-06,India,Mobile,Google Ads,Basic,1-10
U004848,2024-06-17,Canada,Tablet,Google Ads,Pro,11-50
U004849,2025-09-01,India,Mobile,Organic,Free,11-50
U004850,2024-05-14,India,Mobile,Social Media,Free,1-10
U004851,2025-12-22,India,Desktop,Organic,Basic,11-50
U004852,2025-01-05,China,Mobile,Google Ads,Free,11-50
U004853,2025-09-07,US,Tablet,Organic,Free,11-50
U004854,2024-12-07,France,Desktop,Email,Basic,1-10
U004855,2025-06-15,Germany,Desktop,Organic,Free,1-10
U004856,2024-08-04,US,Desktop,Organic,Basic,11-50
U004857,2024-06-21,Brazil,Mobile,Email,Free,11-50
U004858,2025-12-01,UK,Desktop,Social Media,Pro,11-50
U004859,2025-11-21,US,Desktop,Organic,Free,1-10
U004860,2025-11-05,Japan,Mobile,Social Media,Basic,51-200
U004861,2025-06-14,Canada,Mobile,Organic,Basic,201-1000
U004862,2025-09-25,Canada,Desktop,Email,Free,1-10
U004863,2024-03-30,Australia,Desktop,Google Ads,Free,1-10
U004864,2024-12-01,Canada,Desktop,Organic,Free,1-10
U004865,2024-11-15,US,Desktop,Google Ads,Pro,11-50
U004866,2025-06-20,UK,Desktop,Organic,Pro,11-50
U004867,2024-12-17,France,Desktop,Google Ads,Basic,11-50
U004868,2024-06-24,UK,Mobile,Email,Free,1-10
U004869,2025-05-27,Japan,Mobile,Email,Free,1-10
U004870,2025-09-28,Japan,Desktop,Social Media,Pro,201-1000
U004871,2025-01-05,UK,Desktop,Social Media,Basic,11-50
U004872,2024-06-07,Canada,Mobile,Organic,Free,1-10
U004873,2024-08-08,India,Desktop,Google Ads,Basic,1000+
U004874,2024-09-14,Germany,Desktop,Social Media,Pro,51-200
U004875,2024-11-04,Australia,Mobile,Social Media,Free,51-200
U004876,2025-06-24,India,Mobile,Email,Free,1-10
U004877,2025-05-30,US,Desktop,Organic,Pro,11-50
U004878,2025-07-25,India,Mobile,Organic,Basic,11-50
U004879,2024-12-22,France,Mobile,Organic,Basic,11-50
U004880,2025-10-03,Brazil,Tablet,Organic,Basic,1-10
U004881,2024-08-15,Brazil,Desktop,Organic,Free,11-50
U004882,2025-03-07,China,Mobile,Social Media,Free,1-10
U004883,2025-09-21,US,Desktop,Social Media,Pro,51-200
U004884,2024-07-24,Canada,Mobile,Organic,Free,1-10
U004885,2024-05-15,Canada,Mobile,Google Ads,Basic,11-50
U004886,2025-11-03,US,Desktop,Organic,Pro,51-200
U004887,2024-12-07,US,Mobile,Google Ads,Free,201-1000
U004888,2025-07-18,Australia,Desktop,Social Media,Basic,11-50
U004889,2024-02-05,Canada,Desktop,Social Media,Basic,1000+
U004890,2025-07-21,Canada,Desktop,Email,Free,1-10
U004891,2024-11-17,Canada,Mobile,Organic,Free,11-50
U004892,2024-03-15,India,Desktop,Social Media,Enterprise,201-1000
U004893,2025-06-04,Japan,Mobile,Email,Free,11-50
U004894,2024-09-16,India,Mobile,Google Ads,Basic,51-200
U004895,2025-01-09,US,Mobile,Organic,Free,11-50
U004896,2024-04-13,Brazil,Desktop,Social Media,Free,1-10
U004897,2024-06-22,India,Mobile,Google Ads,Free,11-50
U004898,2024-11-02,Japan,Desktop,Email,Basic,1-10
U004899,2024-04-23,India,Mobile,Organic,Free,1-10
U004900,2025-11-17,India,Mobile,Organic,Free,1-10
U004901,2024-01-09,US,Desktop,Social Media,Pro,51-200
U004902,2025-03-17,US,Mobile,Organic,Free,11-50
U004903,2024-05-29,US,Desktop,Organic,Free,1-10
U004904,2024-11-10,US,Desktop,Organic,Basic,1-10
U004905,2025-11-25,Australia,Desktop,Organic,Free,11-50
U004906,2024-07-07,US,Tablet,Organic,Basic,1000+
U004907,2025-12-15,US,Mobile,Email,Free,11-50
U004908,2024-08-17,India,Mobile,Organic,Free,11-50
U004909,2025-08-19,Japan,Tablet,Organic,Pro,51-200
U004910,2025-04-26,US,Desktop,Organic,Enterprise,1000+
U004911,2025-11-04,France,Tablet,Email,Basic,201-1000
U004912,2025-05-01,Brazil,Desktop,Google Ads,Pro,51-200
U004913,2025-04-19,US,Mobile,Google Ads,Free,1-10
U004914,2024-08-07,US,Mobile,Organic,Basic,51-200
U004915,2024-07-11,Australia,Desktop,Google Ads,Basic,201-1000
U004916,2025-11-20,France,Desktop,Social Media,Pro,11-50
U004917,2024-11-26,China,Desktop,Organic,Basic,11-50
U004918,2024-12-29,US,Tablet,Google Ads,Free,11-50
U004919,2025-08-29,Germany,Desktop,Google Ads,Pro,51-200
U004920,2024-12-04,India,Desktop,Google Ads,Pro,51-200
U004921,2025-12-08,US,Mobile,Email,Basic,11-50
U004922,2025-08-17,Germany,Desktop,Email,Free,1-10
U004923,2025-05-28,Japan,Desktop,Organic,Free,1-10
U004924,2025-11-02,UK,Mobile,Social Media,Free,1000+
U004925,2024-03-07,Brazil,Desktop,Organic,Basic,11-50
U004926,2024-09-30,France,Mobile,Email,Free,51-200
U004927,2025-03-04,UK,Desktop,Organic,Basic,51-200
U004928,2024-09-04,France,Desktop,Email,Free,11-50
U004929,2025-08-21,US,Mobile,Social Media,Free,11-50
U004930,2025-11-21,France,Desktop,Social Media,Pro,11-50
U004931,2025-02-04,US,Tablet,Organic,Pro,51-200
U004932,2024-12-07,US,Mobile,Social Media,Free,1-10
U004933,2025-12-13,Japan,Desktop,Email,Free,11-50
U004934,2025-02-19,Germany,Desktop,Organic,Free,1-10
U004935,2025-03-20,Canada,Desktop,Social Media,Free,1-10
U004936,2024-12-14,UK,Desktop,Organic,Pro,11-50
U004937,2025-11-17,US,Desktop,Social Media,Pro,51-200
U004938,2025-05-10,India,Mobile,Organic,Pro,1000+
U004939,2025-08-31,Germany,Desktop,Organic,Basic,201-1000
U004940,2025-09-27,UK,Desktop,Email,Pro,11-50
U004941,2024-12-06,China,Desktop,Social Media,Free,1-10
U004942,2025-02-11,Brazil,Desktop,Organic,Free,1-10
U004943,2025-10-16,Canada,Mobile,Google Ads,Free,1-10
U004944,2024-12-22,Australia,Desktop,Organic,Pro,201-1000
U004945,2025-09-17,US,Desktop,Organic,Free,51-200
U004946,2025-12-02,China,Desktop,Social Media,Free,1-10
U004947,2025-06-12,UK,Tablet,Organic,Basic,1-10
U004948,2025-08-19,China,Desktop,Google Ads,Free,1-10
U004949,2025-09-23,Germany,Mobile,Social Media,Free,1-10
U004950,2025-10-14,Australia,Desktop,Google Ads,Free,11-50
U004951,2025-01-15,China,Mobile,Email,Free,11-50
U004952,2024-03-09,Australia,Mobile,Organic,Basic,51-200
U004953,2025-01-20,France,Desktop,Social Media,Basic,11-50
U004954,2025-07-12,Canada,Mobile,Social Media,Free,1-10
U004955,2025-02-22,France,Mobile,Organic,Free,1-10
U004956,2025-08-24,Germany,Desktop,Google Ads,Pro,1-10
U004957,2024-12-18,US,Desktop,Google Ads,Basic,51-200
U004958,2025-06-19,UK,Mobile,Social Media,Basic,51-200
U004959,2024-07-30,US,Mobile,Social Media,Free,11-50
U004960,2025-08-24,India,Mobile,Organic,Free,1-10
U004961,2025-04-26,India,Mobile,Google Ads,Pro,201-1000
U004962,2024-08-15,India,Mobile,Google Ads,Free,1-10
U004963,2024-10-29,Australia,Mobile,Google Ads,Free,1-10
U004964,2025-08-23,Canada,Mobile,Organic,Free,1-10
U004965,2025-03-16,US,Desktop,Google Ads,Free,1-10
U004966,2024-08-26,UK,Tablet,Social Media,Free,11-50
U004967,2025-12-15,Germany,Desktop,Social Media,Enterprise,201-1000
U004968,2025-08-05,UK,Desktop,Social Media,Enterprise,51-200
U004969,2025-12-10,France,Mobile,Social Media,Free,1-10
U004970,2025-02-06,India,Desktop,Google Ads,Free,1-10
U004971,2025-03-11,India,Desktop,Email,Basic,1-10
U004972,2025-11-11,Canada,Desktop,Organic,Free,1-10
U004973,2025-04-13,France,Mobile,Email,Free,11-50
U004974,2025-07-31,US,Tablet,Social Media,Basic,1-10
U004975,2024-09-26,China,Mobile,Google Ads,Basic,51-200
U004976,2025-02-20,Germany,Desktop,Email,Basic,11-50
U004977,2024-05-29,US,Desktop,Social Media,Pro,11-50
U004978,2024-08-17,US,Desktop,Google Ads,Enterprise,201-1000
U004979,2024-01-02,India,Desktop,Organic,Free,11-50
U004980,2024-02-23,UK,Desktop,Organic,Enterprise,201-1000
U004981,2025-12-20,US,Desktop,Google Ads,Free,1-10
U004982,2024-09-18,China,Desktop,Email,Free,51-200
U004983,2025-07-06,Brazil,Desktop,Email,Free,1-10
U004984,2025-10-11,US,Mobile,Google Ads,Basic,201-1000
U004985,2025-04-29,US,Mobile,Social Media,Free,1-10
U004986,2024-06-28,France,Tablet,Social Media,Pro,201-1000
U004987,2025-08-12,US,Mobile,Email,Free,1-10
U004988,2025-05-29,Australia,Desktop,Social Media,Free,1-10
U004989,2025-08-14,Japan,Mobile,Google Ads,Basic,1-10
U004990,2025-09-04,UK,Desktop,Social Media,Enterprise,51-200
U004991,2025-12-19,US,Mobile,Google Ads,Basic,51-200
U004992,2025-05-13,US,Mobile,Social Media,Free,51-200
U004993,2024-12-06,US,Mobile,Email,Basic,11-50
U004994,2025-06-27,US,Tablet,Google Ads,Basic,11-50
U004995,2024-03-30,Japan,Mobile,Email,Free,1-10
U004996,2025-11-10,US,Mobile,Organic,Free,11-50
U004997,2024-05-25,India,Desktop,Google Ads,Basic,1-10
U004998,2024-11-26,India,Tablet,Google Ads,Pro,1-10
U004999,2025-09-29,US,Desktop,Google Ads,Free,11-50
U005000,2025-05-28,US,Tablet,Email,Free,1-10
U005001,2025-01-14,US,Desktop,Organic,Enterprise,1-10
U005002,2025-03-10,US,Desktop,Organic,Free,1-10
U005003,2025-10-19,China,Mobile,Social Media,Pro,51-200
U005004,2024-12-05,UK,Desktop,Organic,Free,1-10
U005005,2025-10-27,France,Mobile,Email,Free,51-200
U005006,2024-04-21,Germany,Desktop,Organic,Free,1-10
U005007,2025-09-08,Germany,Mobile,Social Media,Pro,1-10
U005008,2025-10-16,India,Mobile,Organic,Basic,51-200
U005009,2024-07-26,China,Mobile,Social Media,Pro,51-200
U005010,2025-02-09,US,Desktop,Social Media,Pro,11-50
U005011,2024-07-10,US,Desktop,Organic,Free,1-10
U005012,2025-07-31,India,Mobile,Social Media,Free,1-10
U005013,2025-04-19,UK,Desktop,Social Media,Basic,11-50
U005014,2025-06-20,Germany,Desktop,Email,Free,1-10
U005015,2024-08-08,Japan,Mobile,Organic,Pro,201-1000
U005016,2024-08-22,India,Desktop,Social Media,Basic,11-50
U005017,2024-02-26,Japan,Desktop,Email,Basic,11-50
U005018,2024-11-21,India,Desktop,Google Ads,Enterprise,1000+
U005019,2025-05-05,China,Desktop,Email,Free,11-50
U005020,2025-10-21,China,Mobile,Email,Basic,11-50
U005021,2025-07-08,India,Desktop,Social Media,Basic,11-50
U005022,2025-02-12,China,Tablet,Google Ads,Basic,1-10
U005023,2025-12-08,Canada,Desktop,Organic,Free,11-50
U005024,2025-08-07,Germany,Desktop,Social Media,Free,11-50
U005025,2025-11-27,Germany,Mobile,Google Ads,Free,1-10
U005026,2025-04-14,Brazil,Desktop,Social Media,Enterprise,1000+
U005027,2024-10-02,India,Mobile,Google Ads,Basic,11-50
U005028,2024-03-11,US,Mobile,Google Ads,Free,1-10
U005029,2025-08-11,Canada,Desktop,Organic,Enterprise,1-10
U005030,2024-05-27,US,Mobile,Email,Free,1-10
U005031,2024-11-06,Brazil,Desktop,Social Media,Enterprise,201-1000
U005032,2025-04-17,Brazil,Desktop,Organic,Free,1-10
U005033,2025-05-07,Australia,Desktop,Email,Free,1-10
U005034,2025-05-30,US,Tablet,Social Media,Basic,1000+
U005035,2024-07-11,India,Desktop,Google Ads,Free,11-50
U005036,2025-01-04,Germany,Mobile,Social Media,Free,1-10
U005037,2025-06-09,UK,Desktop,Social Media,Basic,11-50
U005038,2025-12-17,US,Desktop,Google Ads,Free,1-10
U005039,2025-08-12,India,Desktop,Google Ads,Free,201-1000
U005040,2025-11-23,Germany,Mobile,Social Media,Enterprise,1000+
U005041,2025-08-31,US,Mobile,Organic,Free,11-50
U005042,2025-05-24,Japan,Desktop,Email,Free,1-10
U005043,2024-08-04,China,Mobile,Organic,Basic,1-10
U005044,2025-07-08,Brazil,Desktop,Email,Basic,1-10
U005045,2025-06-12,Canada,Tablet,Social Media,Pro,51-200
U005046,2025-05-31,Germany,Mobile,Google Ads,Basic,1-10
U005047,2025-03-21,Australia,Mobile,Email,Free,11-50
U005048,2025-04-15,Canada,Mobile,Organic,Free,1-10
U005049,2024-12-01,US,Desktop,Google Ads,Pro,1-10
U005050,2025-04-09,US,Mobile,Google Ads,Pro,201-1000
U005051,2024-08-09,Germany,Mobile,Google Ads,Free,1-10
U005052,2025-09-23,Germany,Desktop,Social Media,Free,11-50
U005053,2024-07-29,India,Mobile,Google Ads,Free,1-10
U005054,2024-04-18,India,Desktop,Google Ads,Free,1-10
U005055,2025-02-13,Brazil,Desktop,Google Ads,Pro,1-10
U005056,2025-07-03,India,Desktop,Google Ads,Free,201-1000
U005057,2025-02-14,US,Desktop,Social Media,Free,11-50
U005058,2024-10-16,Canada,Desktop,Email,Free,1-10
U005059,2025-05-04,UK,Mobile,Social Media,Free,1-10
U005060,2024-12-10,Australia,Desktop,Organic,Basic,11-50
U005061,2025-11-28,US,Mobile,Social Media,Free,1-10
U005062,2025-11-23,Australia,Desktop,Organic,Pro,1000+
U005063,2025-03-29,US,Desktop,Organic,Basic,201-1000
